コントロールカラム,商品管理番号（商品URL）,商品名,表示先カテゴリ,優先度,URL,1ページ複数形式
"","deal_hpj15","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>ヒルズダイエット パステルゼリーアイ 15食セット<br>","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","deal_hpj3","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>ヒルズダイエット パステルゼリーアイ 3食セット<br>","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","deal_hpj30","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>ヒルズダイエット パステルゼリーアイ 30食セット<br>","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","deal_hpj6","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>ヒルズダイエット パステルゼリーアイ 6食セット<br>","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","deal_lgmc","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>レッグマジックサークル美痩せキット<br> 【正規品】【ショップジャパン】<br>","その他","17","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","deal_smn","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>ソーイング ミニ <br>【コードレス】【ミシン 本体】【簡単】【ショップジャパン】<br>","その他","302","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","deal_trs-s3dp","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>公式／トゥルースリーパー プレミアム3.5(シングル)<br>今なら送料無料！60日間返品保証！<br> シングル ショップジャパン公式 正規品 日本製 マットレス 寝具 低反発 ベッド","その他","10","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","double01","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【正規品】トゥルースリーパー プレミアム ダブル＋ウォッシャブルフィット ピローセット<br>","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","double02","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【正規品】 トゥルースリーパー プレミアム ダブル+セロ ピローセット<br>","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","double03","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【正規品】 トゥルースリーパー プレミアム ダブル＋ネオフィールピローセット<br>","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","double04","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【正規品】トゥルースリーパー プレミアム ダブル+エンジェルフィットピロー<br>","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","drb-best","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【スゴ落ちキャンペーン】<br>ドライバディ　ベストセット 80台限定<br>【送料無料】【数量限定】<br>","販売終了4\シャーク スゴ落ちキャンペーン","3","http://item.rakuten.co.jp/shopjapan/c/0000000644/","1"
"","dsbt","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【公式】デザートブレット 39日間返品保証は当店だけ！【ショップジャパン】【ミキサー】","販売終了3\デザートブレット","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000608/","1"
"","dsbt_mail","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【送料無料＆特典付き！】デザートブレット<br>【デザート】【簡単】【ショップジャパン】<br>","アウトレットセール","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000156/",""
"","dsn","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【特典付き】【公式】ディズニー・マウササイズ<br>オリジナルTシャツ付き<br> 【ダンス エクササイズ】【正規品】【ミラクルベルマジック】【ショップジャパン】<br>","エクササイズDVD\ディズニー・マウササイズ","999999990","http://item.rakuten.co.jp/shopjapan/c/0000000667/","1"
"","dsn-blue","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【公式】ディズニー・マウササイズ オリジナルTシャツ キッズ用（ブルー）<br>【ダンス エクササイズ】【正規品】【ショップジャパン】<br>","エクササイズDVD\ディズニー・マウササイズ","999999992","http://item.rakuten.co.jp/shopjapan/c/0000000667/","1"
"","dsn-glay","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【公式】ディズニー・マウササイズ オリジナルTシャツ レディース用（グレー）<br>【ダンス エクササイズ】【正規品】【ショップジャパン】<br>","エクササイズDVD\ディズニー・マウササイズ","999999992","http://item.rakuten.co.jp/shopjapan/c/0000000667/","1"
"","dsn-pink","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【公式】ディズニー・マウササイズ オリジナルTシャツ キッズ用（ピンク）<br>【ダンス エクササイズ】【正規品】【ショップジャパン】<br>","エクササイズDVD\ディズニー・マウササイズ","999999992","http://item.rakuten.co.jp/shopjapan/c/0000000667/","1"
"","dsn-pur","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【公式】ディズニー・マウササイズ オリジナルTシャツ レディース用（パープル）<br>【ダンス エクササイズ】【正規品】【ショップジャパン】<br>","エクササイズDVD\ディズニー・マウササイズ","999999992","http://item.rakuten.co.jp/shopjapan/c/0000000667/","1"
"","dsn5_1712_t","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【公式】ディズニー・マウササイズ<br> 【ダンス エクササイズ】<br>","その他","999999990","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","dsn_mat","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【特典付き】【公式】ディズニー・マウササイズ マットセット<br> オリジナルTシャツ付き<br>【ダンス エクササイズ】【正規品】【ミラクルベルマジック】【ショップジャパン】<br>","エクササイズDVD\ディズニー・マウササイズ","999999991","http://item.rakuten.co.jp/shopjapan/c/0000000667/","1"
"","dsn_out","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>ディズニー・マウササイズ オリジナルTシャツ付き【アウトレット】1710","その他","999999990","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","dus-650n","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>デュアルソー CS650 デストロイヤー<br>【電動ノコギリ】【DIY】【家具解体】【デュアルソー デストロイヤー】<br>","生活\デュアルソー CS650 デストロイヤー/公式 楽天ポイント貯まる","504","http://item.rakuten.co.jp/shopjapan/c/0000000647/","1"
"","dus-65ns","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>デュアルソー CS650デストロイヤー本格派セット<br>【電動ノコギリ】【DIY】【家具解体】【デュアルソー デストロイヤー】<br>","生活\デュアルソー CS650 デストロイヤー/公式 楽天ポイント貯まる","505","http://item.rakuten.co.jp/shopjapan/c/0000000647/","1"
"","dus-cfw2","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>デュアルソー ダブルカッターセット<br>【電動ノコギリ】【DIY】【家具解体】【デュアルソー ダブルカッター】<br>","生活\デュアルソー ダブルカッター/公式 楽天ポイント貯まる","410","http://item.rakuten.co.jp/shopjapan/c/0000000455/","1"
"","dus-cfw3","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>デュアルソー ダブルカッター＆ CS650 デストロイヤーセット<br>【電動ノコギリ】【DIY】【家具解体】【デュアルソー ダブルカッター】<br>","生活\デュアルソー ダブルカッター/公式 楽天ポイント貯まる","411","http://item.rakuten.co.jp/shopjapan/c/0000000455/","1"
"","dus-cfw4","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>デュアルソー CS650 デストロイヤー<br>【電動ノコギリ】【DIY】【家具解体】【デュアルソー デストロイヤー】<br>","生活\デュアルソー ダブルカッター/公式 楽天ポイント貯まる","412","http://item.rakuten.co.jp/shopjapan/c/0000000455/","1"
"","dus-cfw5","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>デュアルソー CS650（タングステン＆ダイヤモンドブレード、潤滑スティック）セット<br>【電動ノコギリ】【DIY】【家具解体】【デュアルソー デストロイヤー】<br>","生活\デュアルソー ダブルカッター/公式 楽天ポイント貯まる","413","http://item.rakuten.co.jp/shopjapan/c/0000000455/","1"
